"","year","fips","noncit_pop","moe"
"25308",2013,"20165",14,11
"25309",2014,"20165",14,9
"25310",2015,"20165",9,8
"25311",2016,"20165",5,7
"25312",2017,"20165",6,7
"25313",2018,"20165",0,10
"25314",2009,"48401",1733,261
"25315",2010,"48401",2496,322
"25316",2011,"48401",2692,342
"25317",2012,"48401",2568,385
"25318",2013,"48401",2676,343
"25319",2014,"48401",2637,363
"25320",2015,"48401",2607,364
"25321",2016,"48401",2629,395
"25322",2017,"48401",2584,330
"25323",2018,"48401",2678,318
"25324",2009,"55107",60,39
"25325",2010,"55107",63,37
"25326",2011,"55107",35,18
"25327",2012,"55107",62,30
"25328",2013,"55107",112,48
"25329",2014,"55107",110,47
"25330",2015,"55107",141,65
"25331",2016,"55107",187,78
"25332",2017,"55107",159,62
"25333",2018,"55107",91,39
"25334",2009,"01113",329,117
"25335",2010,"01113",379,132
"25336",2011,"01113",374,138
"25337",2012,"01113",333,124
"25338",2013,"01113",446,183
"25339",2014,"01113",475,168
"25340",2015,"01113",625,283
"25341",2016,"01113",828,320
"25342",2017,"01113",991,338
"25343",2018,"01113",853,390
"25344",2009,"20167",92,79
"25345",2010,"20167",93,84
"25346",2011,"20167",38,39
"25347",2012,"20167",27,41
"25348",2013,"20167",47,43
"25349",2014,"20167",43,39
"25350",2015,"20167",65,50
"25351",2016,"20167",54,50
"25352",2017,"20167",55,47
"25353",2018,"20167",84,64
"25354",2009,"21207",110,73
"25355",2010,"21207",195,122
"25356",2011,"21207",275,111
"25357",2012,"21207",330,124
"25358",2013,"21207",334,154
"25359",2014,"21207",314,140
"25360",2015,"21207",226,90
"25361",2016,"21207",257,129
"25362",2017,"21207",260,98
"25363",2018,"21207",337,72
"25364",2009,"51167",330,224
"25365",2010,"51167",195,171
"25366",2011,"51167",99,70
"25367",2012,"51167",181,167
"25368",2013,"51167",166,143
"25369",2014,"51167",194,139
"25370",2015,"51167",222,156
"25371",2016,"51167",216,142
"25372",2017,"51167",124,113
"25373",2018,"51167",51,53
"25374",2009,"37161",675,191
"25375",2010,"37161",1032,253
"25376",2011,"37161",841,237
"25377",2012,"37161",924,232
"25378",2013,"37161",1018,278
"25379",2014,"37161",1028,309
"25380",2015,"37161",1032,257
"25381",2016,"37161",1008,264
"25382",2017,"37161",825,266
"25383",2018,"37161",760,265
"25384",2009,"47149",9413,791
"25385",2010,"47149",10399,870
"25386",2011,"47149",11156,935
"25387",2012,"47149",11711,984
"25388",2013,"47149",11861,1138
"25389",2014,"47149",12559,1003
"25390",2015,"47149",12985,1161
"25391",2016,"47149",12206,978
"25392",2017,"47149",12474,965
"25393",2018,"47149",12334,1209
"25394",2009,"50021",505,117
"25395",2010,"50021",477,112
"25396",2011,"50021",437,98
"25397",2012,"50021",426,103
"25398",2013,"50021",455,119
"25399",2014,"50021",466,127
"25400",2015,"50021",565,137
"25401",2016,"50021",630,173
"25402",2017,"50021",669,185
"25403",2018,"50021",522,153
"25404",2009,"72119",NA,NA
"25405",2010,"72119",NA,NA
"25406",2011,"72119",NA,NA
"25407",2012,"72119",NA,NA
"25408",2013,"72119",NA,NA
"25409",2014,"72119",NA,NA
"25410",2015,"72119",NA,NA
"25411",2016,"72119",NA,NA
"25412",2017,"72119",NA,NA
"25413",2018,"72119",NA,NA
"25414",2009,"72121",NA,NA
"25415",2010,"72121",NA,NA
"25416",2011,"72121",NA,NA
"25417",2012,"72121",NA,NA
"25418",2013,"72121",NA,NA
"25419",2014,"72121",NA,NA
"25420",2015,"72121",NA,NA
"25421",2016,"72121",NA,NA
"25422",2017,"72121",NA,NA
"25423",2018,"72121",NA,NA
"25424",2009,"48403",98,71
"25425",2010,"48403",104,62
"25426",2011,"48403",80,35
"25427",2012,"48403",93,32
"25428",2013,"48403",87,44
"25429",2014,"48403",38,33
"25430",2015,"48403",36,29
"25431",2016,"48403",38,41
"25432",2017,"48403",81,65
"25433",2018,"48403",44,38
"25434",2009,"22085",143,80
"25435",2010,"22085",172,85
"25436",2011,"22085",204,103
"25437",2012,"22085",249,105
"25438",2013,"22085",229,102
"25439",2014,"22085",119,50
"25440",2015,"22085",228,136
"25441",2016,"22085",223,142
"25442",2017,"22085",212,154
"25443",2018,"22085",196,134
"25444",2009,"19161",103,51
"25445",2010,"19161",112,50
"25446",2011,"19161",85,29
"25447",2012,"19161",80,30
"25448",2013,"19161",86,36
"25449",2014,"19161",89,33
"25450",2015,"19161",41,25
"25451",2016,"19161",81,39
"25452",2017,"19161",85,40
"25453",2018,"19161",90,36
"25454",2009,"06067",143469,4426
"25455",2010,"06067",142997,3851
"25456",2011,"06067",138083,3773
"25457",2012,"06067",136644,3800
"25458",2013,"06067",134604,3571
"25459",2014,"06067",132251,3636
"25460",2015,"06067",132978,3317
"25461",2016,"06067",132322,4309
"25462",2017,"06067",134401,3482
"25463",2018,"06067",135527,3523
"25464",2009,"23023",304,121
"25465",2010,"23023",304,130
"25466",2011,"23023",284,125
"25467",2012,"23023",342,130
"25468",2013,"23023",253,90
"25469",2014,"23023",256,86
"25470",2015,"23023",252,100
"25471",2016,"23023",233,103
"25472",2017,"23023",252,103
"25473",2018,"23023",558,199
"25474",2009,"26145",1683,352
"25475",2010,"26145",1970,401
"25476",2011,"26145",1967,356
"25477",2012,"26145",2099,423
"25478",2013,"26145",2144,373
"25479",2014,"26145",2284,373
"25480",2015,"26145",2360,316
"25481",2016,"26145",2463,302
"25482",2017,"26145",2505,373
"25483",2018,"26145",2460,390
"25484",2009,"08109",791,160
"25485",2010,"08109",601,129
"25486",2011,"08109",550,130
"25487",2012,"08109",528,135
"25488",2013,"08109",513,122
"25489",2014,"08109",433,103
"25490",2015,"08109",493,107
"25491",2016,"08109",511,127
"25492",2017,"08109",475,130
"25493",2018,"08109",451,127
"25494",2009,"34033",1110,272
"25495",2010,"34033",1045,270
"25496",2011,"34033",1029,262
"25497",2012,"34033",1117,316
"25498",2013,"34033",1400,363
"25499",2014,"34033",1660,278
"25500",2015,"34033",1841,321
"25501",2016,"34033",1819,335
"25502",2017,"34033",1805,295
"25503",2018,"34033",1622,359
"25504",2009,"51775",507,170
"25505",2010,"51775",743,163
"25506",2011,"51775",835,203
"25507",2012,"51775",855,158
"25508",2013,"51775",863,239
"25509",2014,"51775",727,265
"25510",2015,"51775",583,228
"25511",2016,"51775",426,220
"25512",2017,"51775",276,113
"25513",2018,"51775",372,144
"25514",2009,"72123",NA,NA
"25515",2010,"72123",NA,NA
"25516",2011,"72123",NA,NA
"25517",2012,"72123",NA,NA
"25518",2013,"72123",NA,NA
"25519",2014,"72123",NA,NA
"25520",2015,"72123",NA,NA
"25521",2016,"72123",NA,NA
"25522",2017,"72123",NA,NA
"25523",2018,"72123",NA,NA
"25524",2009,"05125",1114,233
"25525",2010,"05125",1337,269
"25526",2011,"05125",1180,267
"25527",2012,"05125",1353,328
"25528",2013,"05125",1118,264
"25529",2014,"05125",1421,278
"25530",2015,"05125",1334,265
"25531",2016,"05125",1711,338
"25532",2017,"05125",1733,292
"25533",2018,"05125",1984,324
"25534",2009,"17165",63,35
"25535",2010,"17165",69,33
"25536",2011,"17165",55,35
"25537",2012,"17165",69,48
"25538",2013,"17165",83,60
"25539",2014,"17165",116,79
"25540",2015,"17165",139,85
"25541",2016,"17165",137,92
"25542",2017,"17165",107,90
"25543",2018,"17165",52,51
"25544",2009,"20169",1454,333
"25545",2010,"20169",1548,379
"25546",2011,"20169",1722,437
"25547",2012,"20169",1889,430
"25548",2013,"20169",1613,449
"25549",2014,"20169",1728,384
"25550",2015,"20169",1783,425
"25551",2016,"20169",1682,415
"25552",2017,"20169",1805,414
"25553",2018,"20169",1725,413
"25554",2009,"29195",705,207
"25555",2010,"29195",841,178
"25556",2011,"29195",906,236
"25557",2012,"29195",933,216
"25558",2013,"29195",877,240
"25559",2014,"29195",835,247
"25560",2015,"29195",621,176
"25561",2016,"29195",745,199
"25562",2017,"29195",888,197
"25563",2018,"29195",938,224
"25564",2009,"31151",951,243
"25565",2010,"31151",1137,271
"25566",2011,"31151",1288,255
"25567",2012,"31151",1178,283
"25568",2013,"31151",1297,296
"25569",2014,"31151",1285,271
"25570",2015,"31151",1252,262
"25571",2016,"31151",1301,286
"25572",2017,"31151",1296,325
"25573",2018,"31151",1454,278
"25574",2009,"49035",77865,2516
"25575",2010,"49035",79659,2358
"25576",2011,"49035",80738,2259
"25577",2012,"49035",83142,2694
"25578",2013,"49035",82488,2683
"25579",2014,"49035",84403,2561
"25580",2015,"49035",84486,3152
"25581",2016,"49035",86968,2536
"25582",2017,"49035",85340,3153
"25583",2018,"49035",88518,2909
"25584",2009,"45081",1640,249
"25585",2010,"45081",1573,231
"25586",2011,"45081",1513,263
"25587",2012,"45081",1508,182
"25588",2013,"45081",1762,141
"25589",2014,"45081",1739,142
"25590",2015,"45081",1697,139
"25591",2016,"45081",1596,178
"25592",2017,"45081",1574,221
"25593",2018,"45081",1425,297
"25594",2009,"37163",5355,527
"25595",2010,"37163",5060,429
"25596",2011,"37163",4552,417
"25597",2012,"37163",4710,469
"25598",2013,"37163",4698,450
"25599",2014,"37163",4726,416
"25600",2015,"37163",5213,364
"25601",2016,"37163",5173,434
"25602",2017,"37163",5228,444
"25603",2018,"37163",4999,491
"25604",2009,"48405",180,86
"25605",2010,"48405",130,90
"25606",2011,"48405",95,70
"25607",2012,"48405",97,105
"25608",2013,"48405",74,64
"25609",2014,"48405",79,78
"25610",2015,"48405",103,66
"25611",2016,"48405",143,89
"25612",2017,"48405",185,102
"25613",2018,"48405",221,71
"25614",2009,"06069",8036,2137
"25615",2010,"06069",8204,1711
"25616",2011,"06069",7866,877
"25617",2012,"06069",7531,1021
"25618",2013,"06069",7171,817
"25619",2014,"06069",7254,822
"25620",2015,"06069",7186,759
"25621",2016,"06069",6862,661
"25622",2017,"06069",6992,703
"25623",2018,"06069",6908,782
"25624",2009,"06071",248080,4742
"25625",2010,"06071",252562,5368
"25626",2011,"06071",249322,6123
"25627",2012,"06071",246150,5398
"25628",2013,"06071",240192,4724
"25629",2014,"06071",243021,4847
"25630",2015,"06071",237974,5079
"25631",2016,"06071",234085,4201
"25632",2017,"06071",228371,3924
"25633",2018,"06071",227815,4451
"25634",2009,"06073",364491,5400
"25635",2010,"06073",375250,6330
"25636",2011,"06073",378357,5833
"25637",2012,"06073",379508,6305
"25638",2013,"06073",385044,6154
"25639",2014,"06073",386814,5464
"25640",2015,"06073",385071,5960
"25641",2016,"06073",381088,6840
"25642",2017,"06073",375326,6203
"25643",2018,"06073",364941,6936
"25644",2009,"06075",104222,3034
"25645",2010,"06075",107423,3202
"25646",2011,"06075",107863,3951
"25647",2012,"06075",111878,3088
"25648",2013,"06075",112220,3198
"25649",2014,"06075",115405,3740
"25650",2015,"06075",115186,2833
"25651",2016,"06075",113991,3273
"25652",2017,"06075",112504,2669
"25653",2018,"06075",111731,3452
"25654",2009,"72125",NA,NA
"25655",2010,"72125",NA,NA
"25656",2011,"72125",NA,NA
"25657",2012,"72125",NA,NA
"25658",2013,"72125",NA,NA
"25659",2014,"72125",NA,NA
"25660",2015,"72125",NA,NA
"25661",2016,"72125",NA,NA
"25662",2017,"72125",NA,NA
"25663",2018,"72125",NA,NA
"25664",2009,"48407",508,176
"25665",2010,"48407",623,217
"25666",2011,"48407",559,239
"25667",2012,"48407",745,222
"25668",2013,"48407",597,194
"25669",2014,"48407",643,217
"25670",2015,"48407",674,270
"25671",2016,"48407",890,266
"25672",2017,"48407",776,190
"25673",2018,"48407",993,278
"25674",2009,"06077",90382,3386
"25675",2010,"06077",90507,2877
"25676",2011,"06077",88706,2700
"25677",2012,"06077",88067,2911
"25678",2013,"06077",87959,2781
"25679",2014,"06077",87553,2547
"25680",2015,"06077",88257,2774
"25681",2016,"06077",89137,2838
"25682",2017,"06077",88681,2735
"25683",2018,"06077",88294,3032
"25684",2009,"08111",0,123
"25685",2010,"08111",0,123
"25686",2011,"08111",22,25
"25687",2012,"08111",15,19
"25688",2013,"08111",9,12
"25689",2014,"08111",12,15
"25690",2015,"08111",9,12
"25691",2016,"08111",0,11
"25692",2017,"08111",0,12
"25693",2018,"08111",0,12
"25694",2009,"35045",2640,432
"25695",2010,"35045",3568,660
"25696",2011,"35045",3603,732
"25697",2012,"35045",3414,610
"25698",2013,"35045",3306,561
"25699",2014,"35045",3405,557
"25700",2015,"35045",3325,474
"25701",2016,"35045",3049,436
"25702",2017,"35045",3322,501
"25703",2018,"35045",2829,452
"25704",2009,"49037",75,55
"25705",2010,"49037",121,71
"25706",2011,"49037",151,78
"25707",2012,"49037",187,69
"25708",2013,"49037",226,94
"25709",2014,"49037",243,115
"25710",2015,"49037",198,96
"25711",2016,"49037",212,96
"25712",2017,"49037",175,79
"25713",2018,"49037",112,64
"25714",2009,"53055",535,123
"25715",2010,"53055",629,119
"25716",2011,"53055",615,103
"25717",2012,"53055",563,102
"25718",2013,"53055",517,94
"25719",2014,"53055",514,76
"25720",2015,"53055",495,78
"25721",2016,"53055",528,91
"25722",2017,"53055",524,87
"25723",2018,"53055",584,101
"25724",2009,"72127",NA,NA
"25725",2010,"72127",NA,NA
"25726",2011,"72127",NA,NA
"25727",2012,"72127",NA,NA
"25728",2013,"72127",NA,NA
"25729",2014,"72127",NA,NA
"25730",2015,"72127",NA,NA
"25731",2016,"72127",NA,NA
"25732",2017,"72127",NA,NA
"25733",2018,"72127",NA,NA
"25734",2009,"72129",NA,NA
"25735",2010,"72129",NA,NA
"25736",2011,"72129",NA,NA
"25737",2012,"72129",NA,NA
"25738",2013,"72129",NA,NA
"25739",2014,"72129",NA,NA
"25740",2015,"72129",NA,NA
"25741",2016,"72129",NA,NA
"25742",2017,"72129",NA,NA
"25743",2018,"72129",NA,NA
"25744",2009,"06079",14016,1028
"25745",2010,"06079",15019,1120
"25746",2011,"06079",16156,1002
"25747",2012,"06079",16043,1172
"25748",2013,"06079",15833,1309
"25749",2014,"06079",16646,1243
"25750",2015,"06079",16612,1210
"25751",2016,"06079",16102,1201
"25752",2017,"06079",15659,1321
"25753",2018,"06079",15022,1107
"25754",2009,"06081",106808,2660
"25755",2010,"06081",107946,3012
"25756",2011,"06081",110225,2725
"25757",2012,"06081",113055,2888
"25758",2013,"06081",111190,3014
"25759",2014,"06081",113699,3302
"25760",2015,"06081",114531,2912
"25761",2016,"06081",114634,2730
"25762",2017,"06081",113971,2837
"25763",2018,"06081",113834,3254
"25764",2009,"08113",426,135
"25765",2010,"08113",475,150
"25766",2011,"08113",519,149
"25767",2012,"08113",548,125
"25768",2013,"08113",495,109
"25769",2014,"08113",443,103
"25770",2015,"08113",346,93
"25771",2016,"08113",424,124
"25772",2017,"08113",398,128
"25773",2018,"08113",465,139
"25774",2009,"35047",961,368
"25775",2010,"35047",1045,491
"25776",2011,"35047",1057,361
"25777",2012,"35047",1019,380
"25778",2013,"35047",853,279
"25779",2014,"35047",917,361
"25780",2015,"35047",847,259
"25781",2016,"35047",759,256
"25782",2017,"35047",763,294
"25783",2018,"35047",699,272
"25784",2009,"48409",1938,452
"25785",2010,"48409",2200,476
"25786",2011,"48409",1861,413
"25787",2012,"48409",2174,493
"25788",2013,"48409",1924,332
"25789",2014,"48409",2066,380
"25790",2015,"48409",2140,426
"25791",2016,"48409",2562,466
"25792",2017,"48409",2685,493
"25793",2018,"48409",2777,520
"25794",2009,"48411",218,106
"25795",2010,"48411",261,148
"25796",2011,"48411",218,122
"25797",2012,"48411",216,105
"25798",2013,"48411",323,136
"25799",2014,"48411",433,108
"25800",2015,"48411",437,114
"25801",2016,"48411",499,129
"25802",2017,"48411",533,121
"25803",2018,"48411",528,129
"25804",2009,"72131",NA,NA
"25805",2010,"72131",NA,NA
"25806",2011,"72131",NA,NA
"25807",2012,"72131",NA,NA
"25808",2013,"72131",NA,NA
"25809",2014,"72131",NA,NA
"25810",2015,"72131",NA,NA
"25811",2016,"72131",NA,NA
"25812",2017,"72131",NA,NA
"25813",2018,"72131",NA,NA
"25814",2009,"46111",38,15
"25815",2010,"46111",28,10
"25816",2011,"46111",26,12
"25817",2012,"46111",23,14
"25818",2013,"46111",26,26
"25819",2014,"46111",15,12
"25820",2015,"46111",18,11
"25821",2016,"46111",24,18
"25822",2017,"46111",14,11
"25823",2018,"46111",15,13
"25824",2009,"30089",45,31
"25825",2010,"30089",102,78
"25826",2011,"30089",111,89
"25827",2012,"30089",95,66
"25828",2013,"30089",82,59
"25829",2014,"30089",88,73
"25830",2015,"30089",65,61
"25831",2016,"30089",46,24
"25832",2017,"30089",96,68
"25833",2018,"30089",97,69
"25834",2009,"35043",3045,545
"25835",2010,"35043",3709,774
"25836",2011,"35043",3313,593
"25837",2012,"35043",3112,547
"25838",2013,"35043",3153,666
"25839",2014,"35043",3161,638
"25840",2015,"35043",2776,545
"25841",2016,"35043",2991,597
"25842",2017,"35043",3353,692
"25843",2018,"35043",2996,669
"25844",2009,"39143",468,220
"25845",2010,"39143",595,206
"25846",2011,"39143",1202,528
"25847",2012,"39143",941,402
"25848",2013,"39143",548,247
"25849",2014,"39143",474,207
"25850",2015,"39143",368,166
"25851",2016,"39143",404,206
"25852",2017,"39143",478,244
"25853",2018,"39143",344,190
"25854",2009,"17167",1950,288
"25855",2010,"17167",2813,457
"25856",2011,"17167",3219,507
"25857",2012,"17167",3084,450
"25858",2013,"17167",3510,579
"25859",2014,"17167",3486,580
"25860",2015,"17167",3175,457
"25861",2016,"17167",2987,397
"25862",2017,"17167",3277,394
"25863",2018,"17167",3210,331
"25864",2009,"26151",211,55
"25865",2010,"26151",171,54
"25866",2011,"26151",176,64
"25867",2012,"26151",170,55
"25868",2013,"26151",187,55
"25869",2014,"26151",183,55
"25870",2015,"26151",207,55
"25871",2016,"26151",210,56
"25872",2017,"26151",309,77
"25873",2018,"26151",375,77
"25874",2009,"49039",1058,170
"25875",2010,"49039",1187,161
"25876",2011,"49039",1189,185
"25877",2012,"49039",1103,114
"25878",2013,"49039",1027,140
"25879",2014,"49039",1029,163
"25880",2015,"49039",926,168
"25881",2016,"49039",870,149
"25882",2017,"49039",877,166
"25883",2018,"49039",858,168
"25884",2009,"06083",58434,2156
"25885",2010,"06083",66078,2026
"25886",2011,"06083",65235,2383
"25887",2012,"06083",66263,2075
"25888",2013,"06083",65554,2194
"25889",2014,"06083",66546,1909
"25890",2015,"06083",65994,2102
"25891",2016,"06083",66890,2168
"25892",2017,"06083",67115,2048
"25893",2018,"06083",67177,1836
"25894",2009,"06085",315135,4715
"25895",2010,"06085",319995,4980
"25896",2011,"06085",317480,5290
"25897",2012,"06085",319594,4506
"25898",2013,"06085",318860,5486
"25899",2014,"06085",324105,4726
"25900",2015,"06085",329779,4722
"25901",2016,"06085",337076,5456
"25902",2017,"06085",344430,4982
"25903",2018,"06085",349329,4597
"25904",2009,"04023",7972,849
"25905",2010,"04023",8882,938
"25906",2011,"04023",8170,696
"25907",2012,"04023",8207,875
"25908",2013,"04023",7664,751
"25909",2014,"04023",7352,670
"25910",2015,"04023",7176,631
"25911",2016,"04023",6517,683
"25912",2017,"04023",6361,577
"25913",2018,"04023",6513,735
"25914",2009,"06087",28998,1497
"25915",2010,"06087",31887,1622
"25916",2011,"06087",32664,1462
"25917",2012,"06087",31991,1540
"25918",2013,"06087",31334,1540
"25919",2014,"06087",31161,1298
"25920",2015,"06087",31290,1279
"25921",2016,"06087",30324,1601
"25922",2017,"06087",30787,1588
"25923",2018,"06087",30713,1446
"25924",2009,"35049",14135,1297
"25925",2010,"35049",13624,1353
"25926",2011,"35049",14282,1104
"25927",2012,"35049",14688,960
"25928",2013,"35049",14573,1326
"25929",2014,"35049",13871,1122
"25930",2015,"35049",14206,1088
"25931",2016,"35049",12803,1111
"25932",2017,"35049",11829,1212
"25933",2018,"35049",12866,1016
"25934",2009,"72133",NA,NA
"25935",2010,"72133",NA,NA
"25936",2011,"72133",NA,NA
"25937",2012,"72133",NA,NA
"25938",2013,"72133",NA,NA
"25939",2014,"72133",NA,NA
"25940",2015,"72133",NA,NA
"25941",2016,"72133",NA,NA
"25942",2017,"72133",NA,NA
"25943",2018,"72133",NA,NA
"25944",2009,"12113",3600,533
"25945",2010,"12113",3176,510
"25946",2011,"12113",3140,544
"25947",2012,"12113",3361,591
"25948",2013,"12113",3230,615
"25949",2014,"12113",2813,534
"25950",2015,"12113",3009,657
"25951",2016,"12113",2879,564
"25952",2017,"12113",2954,558
"25953",2018,"12113",2966,575
"25954",2009,"12115",22373,1452
"25955",2010,"12115",22024,1378
"25956",2011,"12115",21440,1266
"25957",2012,"12115",21361,1523
"25958",2013,"12115",21629,1608
"25959",2014,"12115",20901,1647
"25960",2015,"12115",21348,1378
